"","window_size","variable","X10.","X90."
"492",6500,"CMC_EnSpm_right",0,0
"493",6500,"Copia_left",0,0.0364615384615385
"494",6500,"Copia_intra",0,0
"495",6500,"Copia_right",0,0.0366923076923077
"496",6500,"LINE_fam_left",0,0.00723076923076923
"497",6500,"LINE_fam_intra",0,0
"498",6500,"LINE_fam_right",0,0.00692307692307692
"499",6500,"hAT_left",0,0.0103076923076923
"500",6500,"hAT_intra",0,0
"501",6500,"hAT_right",0,0.0102307692307692
"502",6500,"PIF_Harbinger_left",0,0
"503",6500,"PIF_Harbinger_intra",0,0
"504",6500,"PIF_Harbinger_right",0,0
"505",6500,"LTRUnknown_left",0,0.190307692307692
"506",6500,"LTRUnknown_intra",0,0.00571645117526256
"507",6500,"LTRUnknown_right",0,0.189646153846155
"508",7000,"DNA_left",0,0.0766000000000006
"509",7000,"DNA_intra",0,0.00121392289657025
"510",7000,"DNA_right",0,0.077528571428572
"511",7000,"LTR_left",0,0.334642857142857
"512",7000,"LTR_intra",0,0.0592219807571076
"513",7000,"LTR_right",0,0.337285714285714
"514",7000,"Unknown_left",0,0.0352857142857143
"515",7000,"Unknown_intra",0,0
"516",7000,"Unknown_right",0,0.0354285714285714
"517",7000,"LINE_left",0,0.00871428571428571
"518",7000,"LINE_intra",0,0
"519",7000,"LINE_right",0,0.0085
"520",7000,"MULE_left",0,0.0111428571428571
"521",7000,"MULE_intra",0,0
"522",7000,"MULE_right",0,0.0117428571428578
"523",7000,"Gypsy_left",0,0.138957142857143
"524",7000,"Gypsy_intra",0,0
"525",7000,"Gypsy_right",0,0.140857142857143
"526",7000,"Unknown_fam_left",0,0.0508571428571429
"527",7000,"Unknown_fam_intra",0,0.00126508607759052
"528",7000,"Unknown_fam_right",0,0.0512857142857143
"529",7000,"CMC_EnSpm_left",0,0
"530",7000,"CMC_EnSpm_intra",0,0
"531",7000,"CMC_EnSpm_right",0,0
"532",7000,"Copia_left",0,0.0372142857142857
"533",7000,"Copia_intra",0,0
"534",7000,"Copia_right",0,0.0375714285714286
"535",7000,"LINE_fam_left",0,0.00871428571428571
"536",7000,"LINE_fam_intra",0,0
"537",7000,"LINE_fam_right",0,0.0085
"538",7000,"hAT_left",0,0.0119285714285714
"539",7000,"hAT_intra",0,0
"540",7000,"hAT_right",0,0.0116714285714292
"541",7000,"PIF_Harbinger_left",0,0
"542",7000,"PIF_Harbinger_intra",0,0
"543",7000,"PIF_Harbinger_right",0,0
"544",7000,"LTRUnknown_left",0,0.190742857142858
"545",7000,"LTRUnknown_intra",0,0.00571645117526256
"546",7000,"LTRUnknown_right",0,0.189928571428571
"547",7500,"DNA_left",0,0.0756666666666667
"548",7500,"DNA_intra",0,0.00121392289657025
"549",7500,"DNA_right",0,0.0765333333333333
"550",7500,"LTR_left",0,0.333866666666667
"551",7500,"LTR_intra",0,0.0592219807571076
"552",7500,"LTR_right",0,0.3358
"553",7500,"Unknown_left",0,0.0345333333333333
"554",7500,"Unknown_intra",0,0
"555",7500,"Unknown_right",0,0.0346
"556",7500,"LINE_left",0,0.00986666666666667
"557",7500,"LINE_intra",0,0
"558",7500,"LINE_right",0,0.00966666666666667
"559",7500,"MULE_left",0,0.0126666666666667
"560",7500,"MULE_intra",0,0
"561",7500,"MULE_right",0,0.0136666666666667
"562",7500,"Gypsy_left",0,0.140333333333333
"563",7500,"Gypsy_intra",0,0
"564",7500,"Gypsy_right",0,0.1428
"565",7500,"Unknown_fam_left",0,0.0498
"566",7500,"Unknown_fam_intra",0,0.00126508607759052
"567",7500,"Unknown_fam_right",0,0.0502
"568",7500,"CMC_EnSpm_left",0,0
"569",7500,"CMC_EnSpm_intra",0,0
"570",7500,"CMC_EnSpm_right",0,0
"571",7500,"Copia_left",0,0.0380666666666667
"572",7500,"Copia_intra",0,0
"573",7500,"Copia_right",0,0.0385333333333333
"574",7500,"LINE_fam_left",0,0.00986666666666667
"575",7500,"LINE_fam_intra",0,0
"576",7500,"LINE_fam_right",0,0.00966666666666667
"577",7500,"hAT_left",0,0.0134
"578",7500,"hAT_intra",0,0
"579",7500,"hAT_right",0,0.0131333333333333
"580",7500,"PIF_Harbinger_left",0,0
"581",7500,"PIF_Harbinger_intra",0,0
"582",7500,"PIF_Harbinger_right",0,0
"583",7500,"LTRUnknown_left",0,0.191133333333333
"584",7500,"LTRUnknown_intra",0,0.00571645117526256
"585",7500,"LTRUnknown_right",0,0.1896
"586",8000,"DNA_left",0,0.07475
"587",8000,"DNA_intra",0,0.00121392289657025
"588",8000,"DNA_right",0,0.075375
"589",8000,"LTR_left",0,0.332400000000001
"590",8000,"LTR_intra",0,0.0592219807571076
"591",8000,"LTR_right",0,0.333625
"592",8000,"Unknown_left",0,0.0344375
"593",8000,"Unknown_intra",0,0
"594",8000,"Unknown_right",0,0.034375
"595",8000,"LINE_left",0,0.01075
"596",8000,"LINE_intra",0,0
"597",8000,"LINE_right",0,0.0105
"598",8000,"MULE_left",0,0.0141875
"599",8000,"MULE_intra",0,0
"600",8000,"MULE_right",0,0.0150625
"601",8000,"Gypsy_left",0,0.1380625
"602",8000,"Gypsy_intra",0,0
"603",8000,"Gypsy_right",0,0.1390625
"604",8000,"Unknown_fam_left",0,0.0489375
"605",8000,"Unknown_fam_intra",0,0.00126508607759052
"606",8000,"Unknown_fam_right",0,0.04925
"607",8000,"CMC_EnSpm_left",0,0
"608",8000,"CMC_EnSpm_intra",0,0
"609",8000,"CMC_EnSpm_right",0,0
"610",8000,"Copia_left",0,0.0381875
"611",8000,"Copia_intra",0,0
"612",8000,"Copia_right",0,0.0385
"613",8000,"LINE_fam_left",0,0.01075
"614",8000,"LINE_fam_intra",0,0
"615",8000,"LINE_fam_right",0,0.0105
"616",8000,"hAT_left",0,0.0143375000000005
"617",8000,"hAT_intra",0,0
"618",8000,"hAT_right",0,0.014125
"619",8000,"PIF_Harbinger_left",0,0
"620",8000,"PIF_Harbinger_intra",0,0
"621",8000,"PIF_Harbinger_right",0,0
"622",8000,"LTRUnknown_left",0,0.191625
"623",8000,"LTRUnknown_intra",0,0.00571645117526256
"624",8000,"LTRUnknown_right",0,0.189875
"625",8500,"DNA_left",0,0.0743529411764706
